name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Virginia Cottage,"Virginia Cottage, a property with a garden, is located in Acton Burnell, 32 km from Telford International Centre, 11 km from Attingham Park, as well as 14...",Acton Burnell,,,Acton Burnell,Shropshire,SY5 7PQ,UK,,,,,SY5,Holiday home,,Entire Home
10 Bromleys Court,"Located in Church Stretton and only 28 km from Ironbridge Gorge, 10 Bromleys Court provides accommodation with quiet street views, free WiFi and free...",10 Bromleys Court Church Stretton,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Apartment,Hosted by Sarah Haddleton,Entire Apartment
Shrewsbury Townhouse with Parking,"Located in Harlescott and only 24 km from Telford International Centre, Shrewsbury Townhouse with Parking provides accommodation with quiet street views,...",1 Old Heath,,,Harlescott,Shropshire,SY1 4SB,UK,,,,,SY1,Holiday home,,Entire Home
College Hill Shrewsbury,"Offering city views, College Hill Shrewsbury is an accommodation located in Shrewsbury, 27 km from Telford International Centre and 400 metres from...",College Hill,,,Shrewsbury,Shropshire,SY1 1LT,UK,,,,,SY1,Apartment,Hosted by Karl,Entire Apartment
The Lymes,"Situated 2.6 km from Shrewsbury Cathedral, 9.3 km from Attingham Park and 29 km from Whittington Castle, The Lymes features accommodation set in...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2PH,UK,,,,,SY1,Holiday home,,Entire Home
Old Rectory,"With individually styled rooms, this impressive Georgian house is set within 3.5 acres of grounds on the edge of the town of Wem.",Lowe Hill Road,,,Wem,Shropshire,SY4 5UA,UK,,,,,SY4,Hotel,,
Riverside Inn by Chef & Brewer Collection,"Situated in Shrewsbury, 15 km from Ironbridge Gorge, Riverside Inn by Chef & Brewer Collection features accommodation with a garden, free private parking,...",Riverside Inn,,,Shrewsbury,Shropshire,SY5 6AF,UK,,,,,SY5,Hotel,,
Fair Haven,"Located 24 km from Telford International Centre, Fair Haven provides accommodation with free WiFi and free private parking.",30 Montgomery Way,,,Shrewsbury,Shropshire,SY1 4SW,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Pass the Keys Cosy and romantic barn with countryside views,"Offering a garden and garden view, Pass the Keys Cosy and romantic barn with countryside views is situated in Shrewsbury, 33 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BW,UK,,,,,SY3,Holiday home,,Entire Home
Family home close to Shrewsbury Town centre,"Family home close to Shrewsbury Town centre, a property with a garden, is set in Shrewsbury, 25 km from Telford International Centre, 50 km from...",Wilfred Owen Close,,,Shrewsbury,Shropshire,SY2 5BY,UK,,,,,SY2,Holiday home,Hosted by James & Anna,Entire Home
Station House,"Station House is situated in Shrewsbury, 29 km from Telford International Centre, 7.6 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,,Entire Home
Family home close to Shrewsbury Town centre,"Family home close to Shrewsbury Town centre, a property with a garden, is set in Shrewsbury, 25 km from Telford International Centre, 50 km from...",Wilfred Owen Close,,,Shrewsbury,Shropshire,SY2 5BY,UK,,,,,SY2,Holiday home,Hosted by James & Anna,Entire Home
Corbett Cottage,"Corbett Cottage, a property with a garden, is situated in Plealey, 15 km from Attingham Park, 30 km from Whittington Castle, as well as 33 km from Stokesay...",Plealey,,,Plealey,,SY5 0XP,UK,,,,,SY5,Holiday home,,Entire Home
Beaconsfield Park,"Featuring a hot tub, Beaconsfield Park is set in Shrewsbury. There is an on-site restaurant, plus free private parking and free WiFi are available.",Upper Battlefield,,,Shrewsbury,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday park,,
Ludwick Apartment,"Situated in Shrewsbury and only 23 km from Ironbridge Gorge, Ludwick Apartment features accommodation with garden views, free WiFi and free private...",129 Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AX,UK,,,,,SY2,Apartment,,Apartments
Pass the Keys 5B One bedrom Central Modern Apartment,"Pass the Keys 5B One bedrom Central Modern Apartment is set in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford International Centre, as well as...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PN,UK,,,,,SY1,Apartment,,Entire Apartment
Luxury Safari Tent with Hot Tub in Ancient Woodland,"Boasting garden views, Luxury Safari Tent with Hot Tub in Ancient Woodland offers accommodation with a garden and a patio, around 30 km from Ironbridge...",Hatton Grove Farm Track,,,Acton Scott,Shropshire,SY6 6QP,UK,,,,,SY6,Luxury tent,,
Mytton and Mermaid - Brunning and Price,"The Mytton and Mermaid - Brunning and Price is a splendid Grade II-listed building on the bank of the River Severn, England’s longest river.",Atcham,,,Shrewsbury,Shropshire,SY5 6QG,UK,,,,,SY5,Hotel,,
Riverdale,"Set 26 km from Telford International Centre, 1.8 km from Shrewsbury Cathedral and 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5EE,UK,,,,,SY2,Holiday home,,Entire Home
Callow Lodge 22,"Boasting a hot tub, Callow Lodge 22 is set in Hadnall. The property is located 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Boutique Shrewsbury Rooms,"Located within 25 km of Telford International Centre and 50 km of Chillington Hall in Shrewsbury, Boutique Shrewsbury Rooms provides accommodation with...",14A Underdale Road,,,Shrewsbury,Shropshire,SY2 5DL,UK,,,,,SY2,Homestay,,
Wilderness Lodge,"Wilderness Lodge, a property with a garden, is set in Shelve, 46 km from Telford International Centre, 22 km from Shrewsbury Cathedral, as well as 27 km...",Shelve,,,Shelve,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,,Entire Home
Bank House Barn,"Located in Shrewsbury in the Shropshire region, Bank House Barn provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8LY,UK,,,,,SY5,Holiday home,,Entire Home
Grove Farm Cottage,"Set in Condover in the Shropshire region, Grove Farm Cottage offers accommodation with free WiFi and free private parking.",Condover,,,Condover,Shropshire,SY5 7BH,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Explorers Base Camp,"Featuring garden views, Pass the Keys Explorers Base Camp offers accommodation with a garden and a terrace, around 28 km from Ironbridge Gorge.",Church Stretton,,,Church Stretton,Shropshire,SY6 6EE,UK,,,,,SY6,Holiday home,,Entire Home
Ploughmans Cottage,"Ploughmans Cottage, a property with a garden, is set in Preesgreen, 40 km from Telford International Centre, 43 km from Ironbridge Gorge, as well as 45 km...",Preesgreen,,,Preesgreen,Shropshire,SY4 5RT,UK,,,,,SY4,Holiday home,,Entire Home
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
Relaxing Town Centre House - Perfect for Exploring,"Set in Shrewsbury, Relaxing Town Centre House - Perfect for Exploring is a recently renovated accommodation, 26 km from Ironbridge Gorge and 26 km from...",Saint Michael's Street 54a,,,Shrewsbury,Shropshire,SY1 2EZ,UK,,,,,SY1,Holiday home,,Entire Home
Station House,"Station House is situated in Shrewsbury, 29 km from Telford International Centre, 7.6 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,,Entire Home
Mossy Lodge,"Situated 48 km from Ironbridge Gorge, Mossy Lodge features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0HJ,UK,,,,,SY5,Holiday home,,Entire Home
7 Gretton,"7 Gretton, a property with a garden, is set in Cardington, 31 km from Telford International Centre, 22 km from Stokesay Castle, as well as 23 km from...",Cardington,,,Cardington,Shropshire,SY6 7HU,UK,,,,,SY6,Holiday home,,Entire Home
The Loopy Shrew,"In the heart of historic Shrewsbury, the newly renovated The Loopy Shew boasts elegant and stylish rooms, an exciting restaurant and a busy, vibrant bar.",Bellstone,,,Shrewsbury,Shropshire,SY1 1HU,UK,,,,,SY1,Hotel,,
Conkers' Cottage,"Located 25 km from Ironbridge Gorge, Conkers' Cottage provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 7EF,UK,,,,,SY6,Holiday home,,Entire Home
Stockbatch Granary,"Stockbatch Granary is located in Shrewsbury, 30 km from Telford International Centre, 8.9 km from Attingham Park, and 11 km from Shrewsbury Cathedral.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 7DN,UK,,,,,SY5,Holiday home,,Entire Home
The Loft,"The Loft, a property with a garden, is located in Aston Pigott, 45 km from Telford International Centre, 20 km from Shrewsbury Cathedral, as well as 27 km...",Aston Pigott,,,Aston Pigott,Shropshire,SY5 9HG,UK,,,,,SY5,Apartment,,Entire Apartment
Pass the Keys 5A One Bedroom Modern Town Centre Apartment,"Pass the Keys 5A One Bedroom Modern Town Centre Apartment is located in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford International Centre,...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PN,UK,,,,,SY1,Apartment,,Entire Apartment
Pass the Keys Stylish modern two bedroom home in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Stylish modern two bedroom home in Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6JF,UK,,,,,SY2,Holiday home,,Entire Home
Casaamor Homes,"Casaamor Homes is set in Shrewsbury, 26 km from Telford International Centre, 800 metres from Shrewsbury Cathedral, as well as 7.7 km from Attingham Park.",SY12BG,,,Shrewsbury,Shropshire,SY1 2BG,UK,,,,,SY1,Apartment,,Entire Apartment
Riverdale,"Set 26 km from Telford International Centre, 1.8 km from Shrewsbury Cathedral and 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5EE,UK,,,,,SY2,Holiday home,,Entire Home
Riverside Cabins,"Set in Shrewsbury in the Shropshire region and Telford International Centre reachable within 43 km, Riverside Cabins offers accommodation with free WiFi,...",Riverside Cabins Stanwardine Lane,Wykey,Ruyton-XI-Towns,Shrewsbury,Shropshire,SY4 1HY,UK,,,,,SY4,Lodge,,
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Manor Cottage,"Manor Cottage is located in Church Stretton, 45 km from Telford International Centre, 11 km from Stokesay Castle, and 23 km from Ludlow Castle.",Church Stretton,,,Church Stretton,Shropshire,SY6 6RE,UK,,,,,SY6,Holiday home,,Entire Home
122 The Old Meadow,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 122 The Old Meadow features accommodation with free WiFi and free...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6GA,UK,,,,,SY2,Apartment,,Entire Apartment
Callow Lodge,"Callow Lodge, a property with a garden, is located in Meadowtown, 26 km from Clun Castle, 26 km from Shrewsbury Cathedral, as well as 27 km from Dolforwyn...",Meadowtown,,,Meadowtown,Shropshire,SY5 0DU,UK,,,,,SY5,Holiday home,,Entire Home
The Shire Residence,"Set in Shrewsbury, 25 km from Ironbridge Gorge, The Shire Residence offers accommodation with a restaurant, free private parking and a bar.",The Shire Residence,,,Shrewsbury,Shropshire,SY3 8JY,UK,,,,,SY3,Hotel,,
Home Farm House,"Situated in Dorrington in the Shropshire region, Home Farm House features accommodation with free WiFi and free private parking.",Dorrington,,,Dorrington,Shropshire,SY5 7JL,UK,,,,,SY5,Holiday home,,Entire Home
Shippon Cottage - E4299a,"Set 34 km from Ironbridge Gorge and 35 km from Telford International Centre in Cardeston, Shippon Cottage - E4299a offers accommodation with a kitchen.",Cardeston,,,Cardeston,Shropshire,SY5 0UY,UK,,,,,SY5,Holiday home,,Entire Home
Callow Lodge,"Callow Lodge, a property with a garden, is located in Meadowtown, 26 km from Clun Castle, 26 km from Shrewsbury Cathedral, as well as 27 km from Dolforwyn...",Meadowtown,,,Meadowtown,Shropshire,SY5 0DU,UK,,,,,SY5,Holiday home,,Entire Home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
Traditional with Views,"Offering a terrace and garden view, Traditional with Views is set in Wem, 41 km from Ironbridge Gorge and 45 km from Trentham Gardens.",58 High Street,,,Wem,Shropshire,SY4 5DW,UK,,,,,SY4,Apartment,,Apartments
St. John’s hill - with parking,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, St.",37 Saint John's Hill,,,Shrewsbury,Shropshire,SY1 1JQ,UK,,,,,SY1,Holiday home,Hosted by Jonathan,Entire Home
Fair Haven,"Located 24 km from Telford International Centre, Fair Haven provides accommodation with free WiFi and free private parking.",30 Montgomery Way,,,Shrewsbury,Shropshire,SY1 4SW,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Rose Cottage,"Rose Cottage has a patio and is situated in Shrewsbury, within just 1.5 km of Shrewsbury Cathedral. This holiday home is 7 km from Attingham Park and 2.",38 Rea Street,,,Shrewsbury,Shropshire,SY3 7PT,UK,,,,,SY3,Holiday home,Hosted by Kerry,Entire Home
Cherry Pod 2,"Situated in Shrewsbury in the Shropshire region, Cherry Pod 2 features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
Mytton and Mermaid - Brunning and Price,"The Mytton and Mermaid - Brunning and Price is a splendid Grade II-listed building on the bank of the River Severn, England’s longest river.",Atcham,,,Shrewsbury,Shropshire,SY5 6QG,UK,,,,,SY5,Hotel,,
Countryside in the Town.,"Countryside in the Town., a property with a garden and a terrace, is located in Harlescott, 50 km from Chillington Hall, 4 km from Shrewsbury Cathedral, as...",55 Whitemere Road,,,Harlescott,Shropshire,SY1 3BY,UK,,,,,SY1,Apartment,Hosted by Adrian,Entire Apartment
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire Apartment
Relaxing Town Centre House - Perfect for Exploring,"Set in Shrewsbury, Relaxing Town Centre House - Perfect for Exploring is a recently renovated accommodation, 26 km from Ironbridge Gorge and 26 km from...",Saint Michael's Street 54a,,,Shrewsbury,Shropshire,SY1 2EZ,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys 1 bed 40D Dahlia Contemporary town centre apartment,"Located in Shrewsbury in the Shropshire region, Pass the Keys 1 bed 40D Dahlia Contemporary town centre apartment features a balcony.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2BW,UK,,,,,SY1,Apartment,,Entire Apartment
Pass the Keys Modern flat a short walk from Shrewsbury centre,"Offering a terrace and garden view, Pass the Keys Modern flat a short walk from Shrewsbury centre is situated in Shrewsbury, 25 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7BY,UK,,,,,SY3,Apartment,,Entire Apartment
Manor Cottage,"Manor Cottage is located in Church Stretton, 45 km from Telford International Centre, 11 km from Stokesay Castle, and 23 km from Ludlow Castle.",Church Stretton,,,Church Stretton,Shropshire,SY6 6RE,UK,,,,,SY6,Holiday home,,Entire Home
The Grange at Hencote,"Boasting a hot tub, The Grange at Hencote is located in Shrewsbury. This property offers access to a terrace and free private parking.",Hencote,Crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Holiday home,,Entire Home
Rowan Cottage,"Set in Shrewsbury in the Shropshire region, Rowan Cottage offers accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0HG,UK,,,,,SY5,Holiday home,,Entire Home
College Hill Shrewsbury,"Offering city views, College Hill Shrewsbury is an accommodation located in Shrewsbury, 27 km from Telford International Centre and 400 metres from...",College Hill,,,Shrewsbury,Shropshire,SY1 1LT,UK,,,,,SY1,Apartment,Hosted by Karl,Entire Apartment
Shepherds Cottage,"Shepherds Cottage, a property with a garden, is situated in Church Stretton, 14 km from Stokesay Castle, 22 km from Shrewsbury Cathedral, as well as 25 km...",Church Stretton,,,Church Stretton,Shropshire,SY6 6DP,UK,,,,,SY6,Holiday home,,Entire Home
Luxurious 2 Bedroom Countryside Hot Tub Retreat in Stiperstones,"44 km from Ironbridge Gorge in Shelve, Luxurious 2 Bedroom Countryside Hot Tub Retreat in Stiperstones offers accommodation with access to a hot tub.",4 Perkins Beach Dingle,,,Shelve,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
THE COACHING BARNS,"THE COACHING BARNS is located in Shrewsbury, 39 km from Telford International Centre and 41 km from Ironbridge Gorge.",73a ASTON STREET WEM,,,Shrewsbury,Shropshire,SY4 5AU,UK,,,,,SY4,Motel,,
