name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Rose Hill,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Rose Hill offers accommodation with free WiFi and free private parking.",17 Porthill Drive,,,Shrewsbury,Shropshire,SY3 8RP,UK,,,,,SY3,Holiday home,Hosted by Kerry,Entire home
Pass the Keys 3 bedroom home within walking distance of town,"Set in Shrewsbury in the Shropshire region, Pass the Keys 3 bedroom home within walking distance of town features a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JQ,UK,,,,,SY1,Holiday home,Managed by Sarah,Entire home
4 Bed in Shrewsbury 50180,"Located 35 km from Ironbridge Gorge, 4 Bed in Shrewsbury 50180 provides accommodation with free WiFi and free private parking.","The Barn At Cedarway
Chapel Street
Pontesbury",,,Pontesbury,Shropshire,SY5 0RJ,UK,,,,,SY5,Holiday home,Managed by holidaycottages-co-uk,Entire home
The Generals Quarters,"The Generals Quarters, a property with a garden, is situated in Shrewsbury, 30 km from Telford International Centre, 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 7DN,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Ludwick Apartment,"Situated in Shrewsbury and only 23 km from Ironbridge Gorge, Ludwick Apartment features accommodation with garden views, free WiFi and free private...",129 Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AX,UK,,,,,SY2,Apartment,,Apartments
The Barn,"The Barn, a property with a garden, is situated in Preesgreen, 40 km from Trentham Gardens, 42 km from Ironbridge Gorge, as well as 46 km from Chester...",Preesgreen,,,Preesgreen,Shropshire,SY4 5LR,UK,,,,,SY4,Apartment,Managed by Sykes Holiday Cottages,Entire apartment
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire home
Pass the Keys Unique town centre apartment with vaulted ceiling,"Located 27 km from Telford International Centre, 800 metres from Shrewsbury Cathedral and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PP,UK,,,,,SY1,Apartment,Managed by Richard,Entire apartment
Luxury Mary's Croft with Swedish Hot tub and BBQ HUT,"Set in Shrewsbury, Luxury Mary's Croft with Swedish Hot tub and BBQ HUT offers accommodation with private pool, free WiFi and free private parking for...",sy5 8dh,,,Shrewsbury,Shropshire,SY5 8DH,UK,,,,,SY5,Holiday home,Hosted by Michelle and Neil look forward to you experiencing a peaceful and tranquil time.,Entire home
The Carriage House,"The Carriage House is located in Shrewsbury, 27 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1QD,UK,,,,,SY1,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Soulton Hall,"Boasting a garden and views of garden, Soulton Hall is a country house set in a historic building in Wem, 41 km from Telford International Centre.",Soulton Hall,Shrewsbury,,Wem,Shropshire,SY4 5RS,UK,,,,,SY4,Country house,,
Pickle Cottage,"Located in Church Stretton in the Shropshire region, Pickle Cottage provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PQ,UK,,,,,SY6,Holiday home,Managed by Cottages-com,Entire home
Station House,"Station House is situated in Shrewsbury, 29 km from Telford International Centre, 7.6 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
High Bank,"Set in Pontesbury in the Shropshire region, High Bank offers accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0YE,UK,,,,,SY5,Holiday home,Managed by Cottages-com,Entire home
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire home
Entire ground floor town flat - Fully equipped and stunning.,"Located in Shrewsbury, 28 km from Ironbridge Gorge, Entire ground floor town flat - Fully equipped and stunning.",1 Breidden View,,,Shrewsbury,Shropshire,SY3 8NN,UK,,,,,SY3,Apartment,Hosted by Steve,Entire apartment
Pass the Keys Explorers Base Camp,"Featuring garden views, Pass the Keys Explorers Base Camp offers accommodation with a garden and a terrace, around 28 km from Ironbridge Gorge.",Church Stretton,,,Church Stretton,Shropshire,SY6 6EE,UK,,,,,SY6,Holiday home,Managed by Jayne and Mike,Entire home
Little Smithy,"Little Smithy is situated in Shrewsbury, 30 km from Telford International Centre, 8.7 km from Shrewsbury Cathedral, and 12 km from Attingham Park.",Smithy House Condover,,,Shrewsbury,Shropshire,SY5 7AA,UK,,,,,SY5,Holiday home,Hosted by Sarah,Entire home
Hencote Vineyard Glamping Village,"Offering a garden and garden view, Hencote Vineyard Glamping Village is situated in Shrewsbury, 29 km from Telford International Centre and 31 km from...",hencote,crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Luxury tent,Managed by Hencote,
Wilderness Lodge,"Wilderness Lodge, a property with a garden, is set in Shelve, 46 km from Telford International Centre, 22 km from Shrewsbury Cathedral, as well as 27 km...",Shelve,,,Shelve,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
"Studio 2, Second Floor Town Centre Apartment","Studio 2, Second Floor Town Centre Apartment is situated in Shrewsbury, 25 km from Telford International Centre, 50 km from Chillington Hall, as well as...",11 Wyle Cop Second Floor Flat,,,Shrewsbury,Shropshire,SY1 1XB,UK,,,,,SY1,Apartment,Managed by Effective Stays Ltd,Entire apartment
Free Parking - Shrewsbury Square - Central 2 Bedroom Top Floor Apartment,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Free Parking - Shrewsbury Square - Central 2 Bedroom Top Floor Apartment...",6 Gullet Passage Flat 3,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,Managed by Effective Stays Ltd,Entire apartment
The Old School B&B,"Featuring free WiFi, The Old School B&B is located in Shawbury, 14.5 km Shrewsbury. Free private parking is available on site.",Moreton Corbet,,,Shawbury,Shropshire,SY4 4DW,UK,,,,,SY4,Bed and breakfast,,
11 Callow Crescent,"11 Callow Crescent is situated in Minsterley, 39 km from Ironbridge Gorge, and features a patio, garden, and free WiFi.",11 Callow Crescent,,,Minsterley,Shropshire,SY5 0BY,UK,,,,,SY5,Holiday home,Hosted by AL,Entire home
Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central Location for Exploring Shrewsbury,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central...",6 Gullet Passage Apartment 2,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,Managed by Effective Stays Ltd,Entire apartment
Keepers Cottage,"Keepers Cottage is situated in Picklescott, 21 km from Attingham Park, 23 km from Stokesay Castle, and 29 km from Clun Castle.",Picklescott,,,Picklescott,Shropshire,SY6 6NP,UK,,,,,SY6,Holiday home,Managed by Cottages-com,Entire home
Unconformity Barn,"Unconformity Barn, a property with a garden, is located in Hope Bowdler, 35 km from Telford International Centre, 16 km from Stokesay Castle, as well as 23...",Unconformity Barn,,,Hope Bowdler,Shropshire,SY6 7DD,UK,,,,,SY6,Holiday home,Managed by Rural Retreats Holidays Ltd,Entire home
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire home
"Buckley Farm, Barn 2 - Uk36586","Situated in Oswestry and only 42 km from Ironbridge Gorge, Buckley Farm, Barn 2 - Uk36586 features accommodation with river views, free WiFi and free...",Oswestry,,,Oswestry,Shropshire,SY4 1BU,UK,,,,,SY4,Holiday home,Managed by Cottages-com,Entire home
Finest Retreats - Fox and Hare,"Finest Retreats - Fox and Hare, a property with a garden, is set in Shrawardine, 39 km from Telford International Centre, 14 km from Shrewsbury Cathedral,...",Shrawardine Castle,,,Shrawardine,Shropshire,SY4 1AJ,UK,,,,,SY4,Holiday home,Managed by Finest Retreats,Entire home
Stables Wem,"Stables Wem, a property with a garden, is situated in Wem, 42 km from Ironbridge Gorge, 45 km from Trentham Gardens, as well as 47 km from Chester...",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,,Entire apartment
The Loft,"The Loft is located in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury Cathedral.",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,Hosted by Leo,Entire apartment
Stockbatch Granary,"Stockbatch Granary is located in Shrewsbury, 30 km from Telford International Centre, 8.9 km from Attingham Park, and 11 km from Shrewsbury Cathedral.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 7DN,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Super Central - Quiet - 2 Bedroom Cottage,"Located in Shrewsbury in the Shropshire region, Super Central - Quiet - 2 Bedroom Cottage features a terrace.",14-15 High Street,,,Shrewsbury,Shropshire,SY1 1SP,UK,,,,,SY1,Holiday home,,Entire home
Pass the Keys 4 Bedroom home close to town,"Situated in Shrewsbury in the Shropshire region, Pass the Keys 4 Bedroom home close to town features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2TE,UK,,,,,SY1,Holiday home,Managed by Richard,Entire home
Secluded Cosy Luxury Pod,"Secluded Cosy Luxury Pod, a property with a garden, is located in Shrewsbury, 32 km from Telford International Centre, 7 km from Shrewsbury Cathedral, as...",Whitley Burrow,,,Shrewsbury,Shropshire,SY5 8BA,UK,,,,,SY5,Luxury tent,Hosted by Georgia,
Abbots Mead Hotel,"In the heart of Shrewsbury town centre, with free private parking and free Wi-Fi, this carefully preserved Georgian townhouse offers, 16 en suite rooms and...",St Julians Friars,,,Shrewsbury,Shropshire,SY1 1XL,UK,,,,,SY1,Hotel,,
"Studio 3, Top Floor Town Centre Apartment","Situated in Shrewsbury in the Shropshire region, Studio 3, Top Floor Town Centre Apartment has a terrace.",11 Wyle Cop Third Floor Flat,,,Shrewsbury,Shropshire,SY1 1XB,UK,,,,,SY1,Apartment,Managed by Effective Stays Ltd,Entire apartment
"Drake Cottage - riverside retreat, Jackfield, Ironbridge Gorge, Shropshire","Located in Coalport and only 2.9 km from Ironbridge Gorge, Drake Cottage - riverside retreat, Jackfield, Ironbridge Gorge, Shropshire provides...",197 Ferry Road,,,Coalport,Shropshire,TF8 7LS,UK,,,,,TF8,Holiday home,Hosted by Sarah and Chris,Entire home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,Managed by Morgan Property Ltd,Entire home
Hencote Vineyard Glamping Village,"Offering a garden and garden view, Hencote Vineyard Glamping Village is situated in Shrewsbury, 29 km from Telford International Centre and 31 km from...",hencote,crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Luxury tent,Managed by Hencote,
Acorn Cottage 1,"Acorn Cottage 1, a property with a garden, is situated in Petton, 43 km from Ironbridge Gorge, 20 km from Shrewsbury Cathedral, as well as 20 km from...",Petton,,,Petton,Shropshire,SY4 5TQ,UK,,,,,SY4,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Top Farm Cottage,"Located in Oswestry in the Shropshire region, Top Farm Cottage provides accommodation with free WiFi and free private parking.",Oswestry,,,Oswestry,Shropshire,SY10 8HN,UK,,,,,SY10,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Ragleth Place Lodge,"Ragleth Place Lodge, a property with a garden, is set in Church Stretton, 45 km from Telford International Centre, 11 km from Stokesay Castle, as well as...",Church Stretton,,,Church Stretton,Shropshire,SY6 6PP,UK,,,,,SY6,Apartment,Managed by Sykes Holiday Cottages,Entire apartment
The Big Dingle,"Situated in Church Stretton in the Shropshire region, The Big Dingle features accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6LU,UK,,,,,SY6,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,Managed by Carol,Entire home
Grafton Farm,"Boasting a hot tub, Grafton Farm is located in Loppington.",Loppington,,,Loppington,Shropshire,SY4 5SL,UK,,,,,SY4,Holiday home,Managed by Cottages-com,Entire home
The Loopy Shrew,"In the heart of historic Shrewsbury, the newly renovated The Loopy Shew boasts elegant and stylish rooms, an exciting restaurant and a busy, vibrant bar.",Bellstone,,,Shrewsbury,Shropshire,SY1 1HU,UK,,,,,SY1,Hotel,,
The Big Dingle,"Situated in Church Stretton in the Shropshire region, The Big Dingle features accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6LU,UK,,,,,SY6,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Old Coach House,"Old Coach House, a property with a garden, is set in Shrawardine, 38 km from Telford International Centre, 13 km from Shrewsbury Cathedral, as well as 20...",Shrawardine,,,Shrawardine,Shropshire,SY4 1AH,UK,,,,,SY4,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Mercure Telford Centre Hotel,The 4-star Mercure Telford Centre Hotel is perfectly located for business and leisure guests.,Forgegate,Town Centre,,Telford,Shropshire,TF3 4NA,UK,,,,,TF3,Hotel,,
Sunset Pod,"Situated in Shrewsbury in the Shropshire region, Sunset Pod features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0NS,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Beaconsfield Park,"Featuring a hot tub, Beaconsfield Park is set in Shrewsbury. There is an on-site restaurant, plus free private parking and free WiFi are available.",Upper Battlefield,,,Shrewsbury,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday park,Managed by Hoseasons,
Simply Shrewsbury,"Situated in Bicton and only 30 km from Ironbridge Gorge, Simply Shrewsbury features accommodation with garden views, free WiFi and free private parking.",65 The Ridings,,,Bicton,Shropshire,SY3 5ET,UK,,,,,SY3,Holiday home,Hosted by Penny - Penelope Jane Property,Entire home
"Pass the Keys Charming 2 bedroom town house, perfectly located","Pass the Keys Charming 2 bedroom town house, perfectly located is set in Shrewsbury, 27 km from Telford International Centre, 400 metres from Shrewsbury...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1NQ,UK,,,,,SY1,Holiday home,Managed by Charlie,Entire home
The Carriage House,"The Carriage House is located in Shrewsbury, 27 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1QD,UK,,,,,SY1,Holiday home,Managed by Sykes Holiday Cottages,Entire home
"Luxury townhouse in town centre, views, river walk","Boasting inner courtyard views, Luxury townhouse in town centre, views, river walk offers accommodation with a garden and a patio, around 26 km from...",1 Haughmond View,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,Hosted by Helen,Entire home
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire home
Willow View,"Willow View is located in Shrewsbury, 27 km from Telford International Centre, 1.3 km from Shrewsbury Cathedral, as well as 8.9 km from Attingham Park.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,Managed by Sykes Holiday Cottages,Entire home
The Loft,"The Loft is located in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury Cathedral.",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,Hosted by Leo,Entire apartment
Ruth's Refresh,"Featuring country views, Ruth's Refresh is a modern chalet with a hot tub, around 15 km from Attingham Park.",Little Vinnals Bungalow Lower Common Longden,,,Shrewsbury,Shropshire,SY5 8HF,UK,,,,,SY5,Holiday home,,Entire home
Fair View,"Set in Shrewsbury and only 29 km from Telford International Centre, Fair View offers accommodation with quiet street views, free WiFi and free private...",28 Farmlodge Lane,,,Shrewsbury,Shropshire,SY1 3ST,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire home
